garden_id,garden,status,eligibility,owner_company,company_id,hq_city,hq_source,hq_address,owner_evidence,notes
gs-dooars-kalchini,Kalchini,likely_active,target_candidate,Buxa Dooars Tea Company (India) Limited,gs-company-buxa-dooars-tea-co,Siliguri,registered_office,Om Place Ashrampara Siliguri,owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-raimatang,Raimatang,likely_active,target_candidate,Buxa Dooars Tea Company (India) Limited,gs-company-buxa-dooars-tea-co,Siliguri,registered_office,Om Place Ashrampara Siliguri,owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-torsa,Torsa,likely_active,target_candidate,Majherdabri Tea Company Limited,gs-company-majherdabri-authority,Siliguri,registered_office,3rd Floor Apollo Tower Sevoke Road Siliguri 734401,owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-dalsingpara,Dalsingpara,temporarily_closed,not_active,Laxmikant Gaur,gs-company-laxmikant-gaur,Siliguri,registered_office,"LAXMIKANT GAUR, MALNADY TE( P) LTD.,GOPAL, BHAWAN,2ND FLOOR,CHURCH, ROAD,SILIGURI BHAWAN,2ND, FLOOR,CHURCH ROAD,",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-ramjhora,Ramjhora,temporarily_closed,not_active,Hind Tea Company Limited,gs-company-hind-company-limited,Siliguri,registered_office,"NARENDRA BERLIA, M/S HIND TEA CO. LTD., 233, 2ND, MILE SEVOKE ROAD SILIGURI",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-atiabari,Atiabari,unknown,not_active,Atiabari Tea Company LTD,gs-company-atiabari-company-ltd,Siliguri,registered_office,"MR. NARENDRA BERLIA, 2ND MILE,233 SEOKE, ROAD,SILIGURI",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-buds,Buds,unknown,not_active,Buds Tea Industries,gs-company-buds-industries,Siliguri,registered_office,"SUBRATA SAHA/DEBABRATA, SAGA, NEHRU ROAD, SILIGURI",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-bundapani,Bundapani,unknown,not_active,Alipurduar Enterprises LTD,gs-company-alipurduar-enterprises-ltd,Siliguri,registered_office,"RAKESH SRIVASTAVA, MAUGAL JYOTI BUILDING, GANESH RAM COMPOUND HC, ROAD SILIGURI",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-chhaophali,Chhaophali,unknown,not_active,Dutta Agro Plantation PVT,gs-company-dutta-agro-plantation-pvt,Siliguri,registered_office,"DUTTA AGRO PLANTATION PVT, LTD, RAJANI BAGAN, HILL ACRT ROAD, SILIGURI, DARJEELING, SILIGURI, DARJEELING, 1",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-dahuk-valley,Dahuk Valley,unknown,not_active,Usha Tea Co PVT LTD,gs-company-usha-co-pvt-ltd,Siliguri,registered_office,"SUNIL KUMAR KUNDU, 79, KUNDU BHAWAN, BIDHAN, ROAD, SILIGURI-734001, E-, Mail :sanjaykundu1970@yahoo.com",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-dharanipur,Dharanipur,unknown,not_active,Roshanlal Agarwal,gs-company-roshanlal-agarwal,Siliguri,registered_office,"N K BASU, O M PALACE, ASHRAMPARA,, SILIGURI, E-, m",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-jaldacca-altadanga,Jaldacca Altadanga,unknown,not_active,Ajit Kumar Agarwal,gs-company-ajit-kumar-agarwal,Siliguri,registered_office,"V.D.DUA, AGARWALA HOUSE, 2ND MILE,, SEVOKE ROAD, SILIGURI",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
gs-dooars-jogesh-chandra,Jogesh Chandra,unknown,not_active,Malhati Tea And Inds. Ltd.,gs-company-malhati-and-inds-ltd,Siliguri,registered_office,"MR.NARENDRA BARELIA, 233,SEVOKE ROAD, 2ND MILE,SILIGURI, WEST BENGAL.",owner_reported_in_directory (historical_only),HQ from company registered office. Confirm on MCA for high confidence.
